date_time,actual_sell_price,predicted_sell_price
2024-06-30 04:00:00,60898.32,60907.375
2024-06-30 08:00:00,61579.99,60877.05
2024-06-30 16:00:00,61690.01,61252.33
2024-07-01 00:00:00,62772.01,61417.18
2024-07-01 04:00:00,63434.57,62077.215
2024-07-01 12:00:00,62703.99,62642.953
2024-07-01 16:00:00,63132.9,62432.605
2024-07-01 20:00:00,63275.99,62669.87
2024-07-02 00:00:00,62931.45,62855.215
2024-07-02 08:00:00,62649.99,62750.594
2024-07-02 12:00:00,62832.01,62592.777
2024-07-02 20:00:00,61898.0,62671.273
2024-07-03 00:00:00,62135.46,62174.41
2024-07-03 03:13:00,60881.6,62172.023
2024-07-03 12:00:00,60300.0,61444.25
2024-07-04 00:00:00,60260.73,60887.895
2024-07-04 01:56:00,52761.0,60664.9
2024-07-04 12:00:00,57701.56,56310.62
2024-07-04 12:46:00,52184.0,57709.09
2024-07-04 23:15:00,50108.0,54881.28
2024-07-05 08:00:00,54397.97,52827.754
2024-07-05 12:00:00,55454.33,54365.523
2024-07-05 16:00:00,56494.3,55246.305
2024-07-05 16:15:00,55340.36,55997.08
2024-07-06 04:00:00,56404.02,55545.47
2024-07-06 12:00:00,56728.75,55987.875
2024-07-06 12:08:00,60523.0,56245.527
2024-07-07 00:00:00,58237.63,58516.848
2024-07-07 04:00:00,57943.34,57896.848
2024-07-07 04:39:00,56628.77,57764.496
2024-07-07 16:00:00,56840.01,57137.48
2024-07-07 20:00:00,57096.0,57082.008
2024-07-07 20:20:00,65710.0,57200.906
2024-07-08 04:15:00,41768.0,61994.082
2024-07-08 16:00:00,55796.65,50883.316
2024-07-08 20:00:00,56500.01,54234.004
2024-07-09 00:00:00,56676.0,55762.066
2024-07-09 04:00:00,57084.36,56260.316
2024-07-09 04:02:00,43452.0,56662.21
2024-07-09 16:00:00,57478.01,49374.074
2024-07-09 20:00:00,57839.99,54457.65
2024-07-10 00:00:00,58034.02,56176.96
2024-07-10 04:00:00,58146.0,56859.688
2024-07-10 08:00:00,58925.61,57129.582
2024-07-10 08:58:00,51729.0,58039.953
2024-07-10 16:38:00,56003.0,54227.336
